StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-11-28 19:33:39,2023-11-28 19:33:46,IP Address,102.89.22.129,3,6,False,2023-12-05 19:33:47,R_3ER9c7fyVWi8U6g,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28 21:12:53,2023-11-28 21:14:51,IP Address,174.229.133.85,17,117,False,2023-12-05 21:14:53,R_3lJIIZoGzmTPr2N,,,,,,,anonymous,EN,Yes,1-5 times a month,4,3,5,1,2,"Location, weather ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-06 04:26:55,2023-12-06 04:35:40,IP Address,68.38.144.197,100,525,True,2023-12-06 04:35:41,R_24vIvBU7vHRhjXD,,,,,39.1397,-86.5141,anonymous,EN,Yes,1-5 times a month,3,3,1,2,3,the season,Yes,1-5 times a year,1,1,4,2,4,,,,Yes,,,,,,,10,Australia,Spain,Puerto Rico,S Africa,Columbia,return to Brazil,1,1,1,1,1,1,2,2,5,Not previously visited,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Extremely important,Extremely important,Very important,,Slightly important,Extremely important,Extremely important,Slightly important,Very important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Very important,Very important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-12-07 09:35:00,2023-12-07 09:49:13,IP Address,206.109.19.156,100,852,True,2023-12-07 09:49:13,R_3IZdexXyykTKBaP,,,,,29.0631,-98.084,anonymous,EN,Yes,1-5 times a month,2,4,5,1,3,"looking for other nature, wildflowers in the spring, butterflies",Yes,1-5 times a year,3,1,5,2,4,,,,Yes,,,,,,,20,Bhutan,Mexico,Peru,Spain,Colombia/Ecuador,New Zealand,9,7,5,4,2,8,1,3,6,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Moderately important,Moderately important,Slightly important,Moderately important,Not at all important,Moderately important,Moderately important,Not at all important,Slightly important,Slightly important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities",,$200-$400,Slightly important,Slightly important,65 or above,Female,,United States of America,Master's degree,,United States of America,white,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-12-07 09:42:40,2023-12-07 09:51:46,IP Address,72.13.176.158,100,545,True,2023-12-07 09:51:47,R_3h0l889g6m35I0m,,,,,51.0484,-113.3829,anonymous,EN,Yes,1-5 times a month,5,4,3,1,2,"depends on the season where we actually go, often go with friends'",Yes,1-5 times a year,5,4,3,1,2,,,,Yes,,,,,,,10,Mexico,Costa Rica,Dominican Republic,Ecuador,Guyana,South Africa,1,4,5,3,2,6,9,8,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Moderately important,Moderately important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$400-$600,Moderately important,Moderately important,65 or above,Female,,Canada,Doctorate (PhD) or higher,,Canada,Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-12-07 09:38:44,2023-12-07 09:55:55,IP Address,24.149.21.220,100,1031,True,2023-12-07 09:55:56,R_1BWtneIZghoArvG,,,,,42.5243,-92.4479,anonymous,EN,Yes,More than 10 times a month,1,1,3,4,4,,Yes,6-10 times a year,4,2,1,2,,,,,Yes,,,,,,,6,Ecuador,Costa Rica,Canada,,,,3,3,1,1,4,2,9,3,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Very important,Very important,Moderately important,Extremely important,Slightly important,Extremely important,Slightly important,Moderately important,Not at all important,Very important,"Online search engines,Birdwatching tour company websites,Birdwatching magazines or publications",,$400-$600,Not at all important,Not at all important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,,More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Detailed itinerary of trip provided by guide company including degrees of difficulty
"
2023-12-07 09:48:12,2023-12-07 09:57:09,IP Address,24.59.56.37,100,537,True,2023-12-07 09:57:10,R_3syprYJ1MbelZvQ,,,,,42.4444,-76.4926,anonymous,EN,Yes,More than 10 times a month,5,5,4,5,4,Photographing birds,Yes,Less than once a year,5,5,5,3,5,,,,Yes,,,,,,,10,Sri Lanka,Argentina,Peru,Ethiopia,Bhutan,Panama,2,3,7,1,5,3,9,8,8,Difficulty and cost of travelling to the site.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,More than $600,Moderately important,Moderately important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,European,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-12-07 09:30:19,2023-12-07 10:02:06,IP Address,73.92.72.32,100,1906,True,2023-12-07 10:02:06,R_111k47Iy7e0u3T7,,,,,37.8135,-121.9658,anonymous,EN,Yes,6-10 times a month,1,2,4,3,5,Terrain and weather,Yes,6-10 times a year,2,1,5,3,5,"Traffic, Distance from home, if driving.",,,Yes,,,,,,,30,Indonesia,Papua,India,Thailand,Greece,Australia,6,5,1,2,3,4,9,8,7,Not too many air stops to get there.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Moderately important,Very important,"Birdwatching tour company websites,Birdwatching magazines or publications,Bird Fairs,Other (please specify)",Ebird,More than $600,Moderately important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,"White, non-hispanic","$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-12-07 09:56:45,2023-12-07 10:05:14,IP Address,76.115.223.4,100,508,True,2023-12-07 10:05:15,R_2uUTOHoliOqzZqU,,,,,44.9036,-123.0461,anonymous,EN,Yes,More than 10 times a month,1,2,4,3,5,,Yes,1-5 times a year,3,1,4,2,5,,,,Yes,,,,,,,15,Japan,Brazil,Iceland,Colombia,South Africa,Australia,2,3,1,4,5,9,8,6,7,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Very important,Slightly important,Moderately important,Moderately important,Moderately important,Very important,Slightly important,Not at all important,Slightly important,Slightly important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Moderately important,Moderately important,55-64,Male,,United States of America,Master's degree,,United States of America,white,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-12-07 10:00:08,2023-12-07 10:13:29,IP Address,173.76.125.60,100,800,True,2023-12-07 10:13:30,R_TcipLI44n97EVZ7,,,,,42.5374,-71.4842,anonymous,EN,Yes,More than 10 times a month,4,1,5,3,2,,Yes,Less than once a year,2,4,5,1,3,Nearness to friends or relatives,,,Yes,,,,,,,13,Ecuador,Brazil,Mexico,Guatemala,Trinidad,Brazil,1,5,2,3,4,6,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Extremely important,Extremely important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",At this point in my life I look at activity level (I am 75+)
2023-12-07 10:03:15,2023-12-07 10:16:21,IP Address,98.230.29.225,100,786,True,2023-12-07 10:16:22,R_23V7S8uXnEw6hrI,,,,,30.4805,-84.2243,anonymous,EN,Yes,6-10 times a month,3,1,5,2,4,"Just being outside ",Yes,More than 10 times a year,3,2,5,1,4,,,,Yes,,,,,,,3,Iceland,"Costa Rica ","Alberta, Canada ","Costa Rica ",Newfoundland/Nova Scotia,,2,4,3,1,6,2,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Very important,Moderately important,Very important,Very important,Recommendations from friends or fellow birdwatchers,,More than $600,Moderately important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-12-07 10:11:05,2023-12-07 10:21:03,IP Address,216.82.47.72,100,598,True,2023-12-07 10:21:04,R_3NwTNSh7Kq52EJF,,,,,41.6941,-91.5939,anonymous,EN,Yes,More than 10 times a month,5,5,2,3,2,photographic opportunities,Yes,More than 10 times a year,5,2,3,1,5,,,,Yes,,,,,,,25,Brazil,Colombia,Chili,Panama,Costa Rica,Kenya,5,4,3,1,5,2,9,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Moderately important,Moderately important,Extremely important,Slightly important,Extremely important,Moderately important,Extremely important,Very important,Very important,Very important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,More than $600,Very important,Very important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,white,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I find eBird to be an indispensable tool.  Also, the new Merlin Sound ID is amazing at recruiting new birders.  It really seems to draw people in."
2023-12-07 10:11:41,2023-12-07 10:26:58,IP Address,174.50.164.254,100,916,True,2023-12-07 10:26:59,R_1BQnjogTxsIXRu4,,,,,38.5559,-121.7391,anonymous,EN,Yes,1-5 times a month,1,5,1,5,2,,Yes,1-5 times a year,2,5,1,5,2,,,,Yes,,,,,,,,Iceland,Israel,Hungary,Finland,Canada,Spain,1,1,1,1,1,1,8,2,3,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Very important,Very important,Very important,Very important,Very important,Slightly important,Moderately important,Moderately important,Very important,Birdwatching tour company websites,,$400-$600,Moderately important,Moderately important,65 or above,Male,,Belgium,Doctorate (PhD) or higher,,United States of America,Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-12-07 10:28:56,2023-12-07 10:42:45,IP Address,172.250.204.134,100,829,True,2023-12-07 10:42:46,R_3sz5K0MxwXouyPK,,,,,33.7372,-117.8232,anonymous,EN,Yes,1-5 times a month,3,1,3,5,4,"Observing behaviors ",Yes,1-5 times a year,5,1,3,5,4,,,,Yes,,,,,,,45,"Jamaica ","New Zealand ","Thailand ","Mexico ",Japan,"South Africa ",9,7,9,9,9,9,5,6,5,"Supporting local conservation ","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Very important,Very important,Slightly important,Extremely important,Extremely important,Very important,Not at all important,Moderately important,Extremely important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Very important,Extremely important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,"Causasian ","$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","I discovered birdwatching late in life at age 50.  It was an awakening.  I couldn't believe that birds and nature had been all around me--and I had lived in several international locations for work--but had never really noticed.  For me, birding is almost a Zen experience.  There are moments when I am watching a bird and its behavior so intensely that my ego disappears.  Of course, this doesn't happen ever time, but when it does, it is transcendent."
2023-12-07 10:48:40,2023-12-07 11:00:14,IP Address,67.193.125.149,100,694,True,2023-12-07 11:00:15,R_si2uJ9IMVOLOlMJ,,,,,44.2814,-76.6111,anonymous,EN,Yes,1-5 times a month,5,3,1,2,2,"Photography ",Yes,1-5 times a year,1,2,4,2,3,"Photography ",,,Yes,,,,,,,14,"Bolivia ","Ecuador ","Colombia ",Mexico,"Chile ","Brazil ",1,2,3,6,5,4,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Very important,Slightly important,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Moderately important,65 or above,Male,,Canada,Master's degree,,Canada,"Caucasian ","$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","I am unlikely to visit countries with authoritarian/extremely right wing/anti conservation governments "
2023-12-07 10:48:58,2023-12-07 11:03:36,IP Address,104.28.116.190,100,878,True,2023-12-07 11:03:37,R_2atSC2TYwpXlymc,,,,,61.2199,-149.9077,anonymous,EN,Yes,6-10 times a month,1,4,2,1,5,,Yes,6-10 times a year,1,3,1,2,5,,,,Yes,,,,,,,70,Peru,South Africa,Jamaica,Bangladesh/India,Central Asia/Armenia/Georgia,Papua New Guinea/New Britain,4,1,5,5,5,5,5,6,9,"Cultural experience. Just being in a new country. Seeing how people live. Interaction with people in remote locations. ","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Moderately important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Extremely important,Not at all important,Slightly important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications",,$400-$600,Moderately important,Moderately important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America," Caucasian ","$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","I’m hard core about getting birds. But do not keep a life list. I enjoy cultural aspects of trips but do not like to miss a good birding opportunity. The cost isn’t my choice. Bird companies have greatly increased costs since Covid. I will eventually travel more on my own and hire local guides occasionally. Birding is getting too expensive. Making it more difficult to bird internationally. I like to bird with a few friends. But not groups of people. Which makes guided birding difficult for introverts. I do not like the competitive nature of birding. Nor people who are so selfish they hog the guide, the scope, the front seat. "
